university_name,program_name,degree,tuition_fee_usd_total,program_duration_year,global_ranking,university_location,url,clean_degree_type,subject_tag,Value_Tier_Name
University of Helsinki,Food Sciences,MSc,35179.0,2.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/msc-food-sciences,Master's,📚 General/Other,🟢 Budget-Friendly
University of Helsinki,Forest Sciences,MSc,35179.0,2.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/msc-forest-sciences,Master's,📚 General/Other,🟢 Budget-Friendly
University of Szeged,General Medicine,Master,111167.0,,646.0,"Szeged, Hungary",https://www.study.eu/university/university-of-szeged/master-general-medicine,Master's,🧬 Health & Science,🔴 Elite/Expensive
University of Helsinki,Genetics and Molecular Biosciences,MSc,35179.0,2.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/msc-genetics-and-molecular-biosciences,Master's,🧬 Health & Science,🟢 Budget-Friendly
University of Helsinki,Geography,MSc,30488.0,2.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/msc-geography-10519,Master's,📚 General/Other,🟢 Budget-Friendly
University of Szeged,Geoinformatics,MSc,15009.0,,646.0,"Szeged, Hungary",https://www.study.eu/university/university-of-szeged/msc-geoinformatics-24942,Master's,📚 General/Other,🟢 Budget-Friendly
University of Helsinki,Geology and Geophysics,MSc,35179.0,2.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/msc-geology-and-geophysics,Master's,📚 General/Other,🟢 Budget-Friendly
TBS Education,Global Executive MBA,MBA,49251.0,1.5,,"Toulouse, France",https://www.study.eu/university/tbs-education/mba-global-executive-mba,Master's,📊 Business & Management,⚪ Unranked/Missing Data
University of Helsinki,Global Politics and Communication,MSc,30488.0,2.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/msc-global-politics-and-communication,Master's,💻 Tech & IT,🟢 Budget-Friendly
University of Helsinki,Human Nutrition and Food-Related Behaviour,MSc,35179.0,2.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/msc-human-nutrition-and-food-related-behaviour,Master's,💻 Tech & IT,🟢 Budget-Friendly
University of Szeged,Instruction of English as a Foreign Language,MA,5863.0,,646.0,"Szeged, Hungary",https://www.study.eu/university/university-of-szeged/ma-instruction-of-english-as-a-foreign-language,Other,📚 General/Other,🟢 Budget-Friendly
University of Helsinki,Integrative Plant Sciences,MSc,35179.0,2.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/msc-integrative-plant-sciences,Master's,📚 General/Other,🟢 Budget-Friendly
University of Helsinki,Liberal Arts and Sciences,Bachelor,45733.0,3.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/bachelor-liberal-arts-and-sciences-28315,Bachelor's,🎨 Arts & Humanities,🟠 Premium Programs
University of Helsinki,Life Science Informatics,MSc,35179.0,2.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/msc-life-science-informatics-10524,Master's,📚 General/Other,🟢 Budget-Friendly
University of Helsinki,Linguistic Diversity and Digital Humanities,MA,30488.0,2.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/ma-linguistic-diversity-and-digital-humanities,Other,💻 Tech & IT,🟢 Budget-Friendly
Vytautas Magnus University,Logistics and Commerce,Bachelor,13035.0,3.5,1462.0,"Kaunas, Lithuania",https://www.study.eu/university/vytautas-magnus-university/bachelor-logistics-and-commerce,Bachelor's,📚 General/Other,🟢 Budget-Friendly
Lancaster University Leipzig,Logistics and Supply Chain Management,MSc,27557.0,,265.0,"Leipzig, Germany",https://www.study.eu/university/lancaster-university-leipzig/msc-logistics-and-supply-chain-management-20782,Master's,💻 Tech & IT,🟢 Budget-Friendly
TBS Education,Management,Bachelor,47105.0,3.0,,"Toulouse, France",https://www.study.eu/university/tbs-education/bachelor-management-19444,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
TBS Education,Management,Master,37524.0,2.0,,"Toulouse, France",https://www.study.eu/university/tbs-education/master-management-19445,Master's,📊 Business & Management,⚪ Unranked/Missing Data
TBS Education,Management (Barcelona),Bachelor,47105.0,3.0,,"Barcelona, Spain",https://www.study.eu/university/tbs-education/bachelor-management-barcelona,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
TBS Education,Management (Barcelona),Master,37524.0,2.0,,"Barcelona, Spain",https://www.study.eu/university/tbs-education/master-management-barcelona,Master's,📊 Business & Management,⚪ Unranked/Missing Data
TBS Education,Marketing & Management in Sport Organizations,MSc,22866.0,1.0,,"Toulouse, France",https://www.study.eu/university/tbs-education/msc-marketing-management-in-sport-organizations,Master's,📊 Business & Management,⚪ Unranked/Missing Data
University of Helsinki,Materials Research,MSc,35179.0,2.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/msc-materials-research,Master's,📚 General/Other,🟢 Budget-Friendly
University of Helsinki,Mathematics and Statistics,MSc,35179.0,2.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/msc-mathematics-and-statistics,Master's,📚 General/Other,🟢 Budget-Friendly
University of Helsinki,"Meteorology, Atmospheric and Climate-System Sciences",MSc,35179.0,2.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/msc-meteorology-atmospheric-and-climate-system-sciences,Master's,📚 General/Other,🟢 Budget-Friendly
University of Helsinki,Microbiology and Microbial Biotechnology,MSc,42215.0,2.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/msc-microbiology-and-microbial-biotechnology,Master's,💻 Tech & IT,🟢 Budget-Friendly
Vytautas Magnus University,Music Production,Bachelor,36917.0,3.5,1462.0,"Kaunas, Lithuania",https://www.study.eu/university/vytautas-magnus-university/bachelor-music-production,Bachelor's,🎨 Arts & Humanities,🟢 Budget-Friendly
Chalmers University of Technology,Nanotechnology: Chemistry and biochemistry,MSc,30198.0,,270.0,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-nanotechnology-chemistry-and-biochemistry,Master's,💻 Tech & IT,🟢 Budget-Friendly
University of Helsinki,Neuroscience,MSc,42215.0,2.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/msc-neuroscience-2065,Master's,📚 General/Other,🟢 Budget-Friendly
University of Szeged,Nurse,BSc,32834.0,,646.0,"Szeged, Hungary",https://www.study.eu/university/university-of-szeged/bsc-nurse,Bachelor's,🧬 Health & Science,🟢 Budget-Friendly
University of Helsinki,Particle Physics and Astrophysical Sciences,MSc,35179.0,2.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/msc-particle-physics-and-astrophysical-sciences,Master's,🎨 Arts & Humanities,🟢 Budget-Friendly
University of Helsinki,"Pharmaceutical Research, Development and Safety",MSc,42215.0,2.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/msc-pharmaceutical-research-development-and-safety,Master's,🧬 Health & Science,🟢 Budget-Friendly
University of Szeged,Philosophy,MA,8912.0,,646.0,"Szeged, Hungary",https://www.study.eu/university/university-of-szeged/ma-philosophy-24945,Other,📚 General/Other,🟢 Budget-Friendly
Chalmers University of Technology,Physics: Astronomy,MSc,34512.0,,270.0,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-physics-astronomy,Master's,📚 General/Other,🟢 Budget-Friendly
University of Helsinki,"Russian, Eurasian, and Eastern European Studies",MA,30488.0,2.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/ma-russian-eurasian-and-eastern-european-studies,Other,📚 General/Other,🟢 Budget-Friendly
University of Helsinki,Science,BSc,45733.0,3.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/bsc-science,Bachelor's,📚 General/Other,🟠 Premium Programs
Vytautas Magnus University,Sociolinguistics and Multilingualism,Master,,2.0,1462.0,"Kaunas, Lithuania",https://www.study.eu/university/vytautas-magnus-university/master-sociolinguistics-and-multilingualism,Master's,📚 General/Other,⚪ Unranked/Missing Data
Vytautas Magnus University,"Sociology and Anthropology: Society, Culture and Communication",Bachelor,14897.0,4.0,1462.0,"Kaunas, Lithuania",https://www.study.eu/university/vytautas-magnus-university/bachelor-sociology-and-anthropology-society-culture-and-comm,Bachelor's,🎨 Arts & Humanities,🟢 Budget-Friendly
SRH University,Supply Chain Management,MSc,20943.0,,6422.0,"Berlin, Germany + 3 more campuses",https://www.study.eu/university/srh-university/msc-supply-chain-management-19843,Master's,💻 Tech & IT,🟡 Standard Value
Vytautas Magnus University,Sustainable Engineering,Bachelor,19268.0,4.0,1462.0,"Kaunas, Lithuania",https://www.study.eu/university/vytautas-magnus-university/bachelor-sustainable-engineering,Bachelor's,💻 Tech & IT,🟢 Budget-Friendly
University of Helsinki,Theoretical and Computational Methods,MSc,35179.0,2.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/msc-theoretical-and-computational-methods,Master's,📚 General/Other,🟢 Budget-Friendly
University of Szeged,Tourism and Catering,BSc,23453.0,,646.0,"Szeged, Hungary",https://www.study.eu/university/university-of-szeged/bsc-tourism-and-catering,Bachelor's,📚 General/Other,🟢 Budget-Friendly
University of Helsinki,Translational Medicine,MSc,35179.0,2.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/msc-translational-medicine,Master's,🧬 Health & Science,🟢 Budget-Friendly
University of Helsinki,Urban Studies and Planning,MA,35179.0,2.0,79.0,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/ma-urban-studies-and-planning,Other,📚 General/Other,🟢 Budget-Friendly
SRH University,Advertising & Brand Design,BA,36846.0,,6422.0,"Berlin, Germany",https://www.study.eu/university/srh-university/ba-advertising-brand-design,Other,🎨 Arts & Humanities,🟡 Standard Value
KTH Royal Institute of Technology,Aerospace Engineering,Master,,2.0,150.0,"Stockholm, Sweden",https://www.study.eu/university/kth-royal-institute-of-technology/master-aerospace-engineering-7284,Master's,⚙️ Engineering,⚪ Unranked/Missing Data
University of Technology Nuremberg,AI & Robotics,MSc,,2.0,,"Nuremberg, Germany",https://www.study.eu/university/university-of-technology-nuremberg/msc-ai-robotics,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
Radboud University,American Studies,BA,48523.0,3.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ba-american-studies-5850,Other,📚 General/Other,🟠 Premium Programs
Radboud University,Anthropology and Development Studies,MSc,22131.0,1.0,226.0,"Nijmegen, Netherlands + 1 more campus",https://www.study.eu/university/radboud-university/msc-anthropology-and-development-studies,Master's,📚 General/Other,🟢 Budget-Friendly
Modul University Vienna,Applied Data Science (Specializations available),BSc,63323.0,3.0,6937.0,"Vienna, Austria",https://www.study.eu/university/modul-university-vienna/bsc-applied-data-science-specializations-available,Bachelor's,💻 Tech & IT,🟡 Standard Value
SRH Haarlem University of Applied Sciences,Applied Sustainability Management (Full-time),MSc,19348.0,1.0,,"Haarlem, Netherlands",https://www.study.eu/university/srh-haarlem-university-of-applied-sciences/msc-applied-sustainability-management-full-time,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
Chalmers University of Technology,Architecture and Planning Beyond Sustainability,MSc,40983.0,,270.0,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-architecture-and-planning-beyond-sustainability,Master's,💻 Tech & IT,🟢 Budget-Friendly
Radboud University,Art and Visual Culture,MA,35327.0,2.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ma-art-and-visual-culture-12020,Other,🎨 Arts & Humanities,🟢 Budget-Friendly
Radboud University,Artificial Intelligence,BSc,62651.0,3.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/bsc-artificial-intelligence-5869,Bachelor's,🎨 Arts & Humanities,🟠 Premium Programs
Radboud University,Artificial Intelligence,MSc,46235.0,2.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-artificial-intelligence-12269,Master's,🎨 Arts & Humanities,🟠 Premium Programs
SRH University,Artificial Intelligence (AI) in Business,MSc,22458.0,,6422.0,"Berlin, Germany",https://www.study.eu/university/srh-university/msc-artificial-intelligence-ai-in-business,Master's,💻 Tech & IT,🟡 Standard Value
Radboud University,Arts and Culture,MA,22131.0,1.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ma-arts-and-culture,Other,🎨 Arts & Humanities,🟢 Budget-Friendly
Radboud University,Arts and Culture Studies,BA,48523.0,3.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ba-arts-and-culture-studies,Other,🎨 Arts & Humanities,🟠 Premium Programs
TSI Transport and Telecommunication Institute,Aviation Engineering,BEng,18293.0,4.0,,"Riga, Latvia",https://www.study.eu/university/tsi-transport-and-telecommunication-institute/beng-aviation-engineering,Other,⚙️ Engineering,⚪ Unranked/Missing Data
Radboud University,Behavioural Science (Research),MSc,35327.0,2.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-behavioural-science-research,Master's,📚 General/Other,🟢 Budget-Friendly
Radboud University,Biology,MSc,46235.0,2.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-biology-5857,Master's,🧬 Health & Science,🟠 Premium Programs
Radboud University,Biology,BSc,62651.0,3.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/bsc-biology-15032,Bachelor's,🧬 Health & Science,🟠 Premium Programs
Radboud University,Biomedical Sciences,MSc,46235.0,2.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-biomedical-sciences-5887,Master's,🧬 Health & Science,🟠 Premium Programs
Radboud University,Business Administration,MSc,22131.0,1.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-business-administration-5861,Master's,📊 Business & Management,🟢 Budget-Friendly
Radboud University,Business Administration: Innovation and Entrepreneurship,MSc,13451.0,,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-business-administration-innovation-and-entrepreneurship,Master's,📊 Business & Management,🟢 Budget-Friendly
Central European University (CEU),Business Analytics,MSc,17589.0,1.0,,"Vienna, Austria",https://www.study.eu/university/central-european-university-ceu/msc-business-analytics,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Radboud University,Business Law,LLM,22131.0,1.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/llm-business-law,Other,📊 Business & Management,🟢 Budget-Friendly
University of Szeged,Chemistry,MSc,16886.0,,646.0,"Szeged, Hungary",https://www.study.eu/university/university-of-szeged/msc-chemistry-11276,Master's,📚 General/Other,🟢 Budget-Friendly
Radboud University,Chemistry,BSc,62651.0,3.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/bsc-chemistry,Bachelor's,📚 General/Other,🟠 Premium Programs
University of Szeged,Classical Musical Instrumental Performance,MA,11726.0,,646.0,"Szeged, Hungary",https://www.study.eu/university/university-of-szeged/ma-classical-musical-instrumental-performance,Other,🎨 Arts & Humanities,🟢 Budget-Friendly
Radboud University,Cognitive Neuroscience (Research),MSc,45086.0,2.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-cognitive-neuroscience-research,Master's,💻 Tech & IT,🟠 Premium Programs
Radboud University,Communication and Information Studies: Global Communication and Diversity,MA,22131.0,1.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ma-communication-and-information-studies-global-communicatio,Other,💻 Tech & IT,🟢 Budget-Friendly
KTH Royal Institute of Technology,Communication Systems,Master,,2.0,150.0,"Stockholm, Sweden",https://www.study.eu/university/kth-royal-institute-of-technology/master-communication-systems,Master's,📚 General/Other,⚪ Unranked/Missing Data
University of Szeged,Comparative Intellectual Property Law,LLM,,,646.0,"Szeged, Hungary",https://www.study.eu/university/university-of-szeged/llm-comparative-intellectual-property-law,Other,🎨 Arts & Humanities,⚪ Unranked/Missing Data
TSI Transport and Telecommunication Institute,Computer Science: Artificial Intelligence,Bachelor,30488.0,4.0,,"Riga, Latvia",https://www.study.eu/university/tsi-transport-and-telecommunication-institute/bachelor-computer-science-artificial-intelligence,Bachelor's,💻 Tech & IT,⚪ Unranked/Missing Data
SRH University,Computer Science - Big Data and Artificial Intelligence,MSc,30301.0,,6422.0,"Berlin, Germany + 1 more campus",https://www.study.eu/university/srh-university/msc-computer-science-big-data-and-artificial-intelligence,Master's,💻 Tech & IT,🟡 Standard Value
SRH University,Computer Science - Cyber Security,MSc,30301.0,,6422.0,"Berlin, Germany + 1 more campus",https://www.study.eu/university/srh-university/msc-computer-science-cyber-security,Master's,💻 Tech & IT,🟡 Standard Value
Radboud University,Computing Science,MSc,46235.0,2.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-computing-science,Master's,📚 General/Other,🟠 Premium Programs
Radboud University,Computing Science,BSc,62651.0,3.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/bsc-computing-science,Bachelor's,📚 General/Other,🟠 Premium Programs
Radboud University,Computing Science: Cyber Security,MSc,46235.0,2.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-computing-science-cyber-security,Master's,💻 Tech & IT,🟠 Premium Programs
Radboud University,Computing Science: Data Science and AI,MSc,46235.0,2.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-computing-science-data-science-and-ai,Master's,💻 Tech & IT,🟠 Premium Programs
SRH Haarlem University of Applied Sciences,Creative Media,Bachelor,63323.0,4.0,,"Haarlem, Netherlands",https://www.study.eu/university/srh-haarlem-university-of-applied-sciences/bachelor-creative-media,Bachelor's,🧬 Health & Science,⚪ Unranked/Missing Data
Radboud University,Crop Biotechnology and Engineering,MSc,58867.0,2.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-crop-biotechnology-and-engineering-5878,Master's,💻 Tech & IT,🟠 Premium Programs
Central European University (CEU),"Culture, Politics and Society",BA,42215.0,3.0,,"Vienna, Austria",https://www.study.eu/university/central-european-university-ceu/ba-culture-politics-and-society,Other,💻 Tech & IT,⚪ Unranked/Missing Data
Vilnius University,Data Science,Master,10553.0,1.5,648.0,"Vilnius, Lithuania",https://www.study.eu/university/vilnius-university/master-data-science-21857,Master's,💻 Tech & IT,🟢 Budget-Friendly
EURECOM,Data Science and Engineering,MSc,21107.0,2.0,1941.0,"Sophia Antipolis, France",https://www.study.eu/university/eurecom/msc-data-science-and-engineering,Master's,💻 Tech & IT,🟢 Budget-Friendly
Central European University (CEU),Data Science and Society,BA,42215.0,3.0,,"Vienna, Austria",https://www.study.eu/university/central-european-university-ceu/ba-data-science-and-society,Other,💻 Tech & IT,⚪ Unranked/Missing Data
Modul University Vienna,Data Science for Sustainability (Specializations available),MSc,32834.0,2.0,6937.0,"Vienna, Austria",https://www.study.eu/university/modul-university-vienna/msc-data-science-for-sustainability-specializations-availabl,Master's,💻 Tech & IT,🟡 Standard Value
Vilnius University,Dentistry,B+M,87948.0,5.0,648.0,"Vilnius, Lithuania",https://www.study.eu/university/vilnius-university/b-m-dentistry,Other,📚 General/Other,🟠 Premium Programs
SRH University,Digital Supply Chain Management,MSc,30301.0,,6422.0,"Berlin, Germany",https://www.study.eu/university/srh-university/msc-digital-supply-chain-management,Master's,💻 Tech & IT,🟡 Standard Value
SRH Haarlem University of Applied Sciences,Digital Transformation Management,Bachelor,63323.0,4.0,,"Haarlem, Netherlands",https://www.study.eu/university/srh-haarlem-university-of-applied-sciences/bachelor-digital-transformation-management,Bachelor's,💻 Tech & IT,⚪ Unranked/Missing Data
Radboud University,Economics,MSc,22131.0,1.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-economics,Master's,📊 Business & Management,🟢 Budget-Friendly
Radboud University,Economics and Business Economics,BSc,48523.0,3.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/bsc-economics-and-business-economics-5873,Bachelor's,📊 Business & Management,🟠 Premium Programs
Radboud University,Education in Museums and Heritage,MA,,2.0,226.0,"Nijmegen, Netherlands + 1 more campus",https://www.study.eu/university/radboud-university/ma-education-in-museums-and-heritage,Other,💻 Tech & IT,⚪ Unranked/Missing Data
SRH University,Engineering and Sustainable Technology Management - Mobility and Automotive Industry,MEng,30301.0,,6422.0,"Berlin, Germany + 1 more campus",https://www.study.eu/university/srh-university/meng-engineering-and-sustainable-technology-management-mobil,Other,💻 Tech & IT,🟡 Standard Value
Radboud University,English Language and Culture,BA,48523.0,3.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ba-english-language-and-culture,Other,🎨 Arts & Humanities,🟠 Premium Programs
Central European University (CEU),Environmental Sciences and Policy,MSc,14071.0,1.0,,"Vienna, Austria",https://www.study.eu/university/central-european-university-ceu/msc-environmental-sciences-and-policy,Master's,📚 General/Other,⚪ Unranked/Missing Data
Radboud University,Environment and Society Studies,MSc,29819.0,1.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-environment-and-society-studies,Master's,📚 General/Other,🟢 Budget-Friendly
Central European University (CEU),European Women's and Gender History,MA,28143.0,2.0,,"Vienna, Austria",https://www.study.eu/university/central-european-university-ceu/ma-european-women-s-and-gender-history,Other,🎨 Arts & Humanities,⚪ Unranked/Missing Data
Central European University (CEU),Finance,MSc,17589.0,0.83,,"Vienna, Austria",https://www.study.eu/university/central-european-university-ceu/msc-finance-19481,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Vytautas Magnus University,Future Media and Journalism,Master,8101.0,1.5,1462.0,"Kaunas, Lithuania",https://www.study.eu/university/vytautas-magnus-university/master-future-media-and-journalism,Master's,🧬 Health & Science,🟢 Budget-Friendly
University of Szeged,Geography,MSc,12664.0,,646.0,"Szeged, Hungary",https://www.study.eu/university/university-of-szeged/msc-geography-11278,Master's,📚 General/Other,🟢 Budget-Friendly
Central European University (CEU),Global Business Law and Regulation,LLM,15244.0,1.0,,"Vienna, Austria",https://www.study.eu/university/central-european-university-ceu/llm-global-business-law-and-regulation,Other,📊 Business & Management,⚪ Unranked/Missing Data
Central European University (CEU),Global Comparative Constitutional Studies,LLM,15244.0,1.0,,"Vienna, Austria",https://www.study.eu/university/central-european-university-ceu/llm-global-comparative-constitutional-studies,Other,💻 Tech & IT,⚪ Unranked/Missing Data
Technische Universität Berlin,Global Production Engineering,MSc,18176.0,2.0,369.0,"Berlin, Germany",https://www.study.eu/university/technische-universitat-berlin/msc-global-production-engineering,Master's,⚙️ Engineering,🟢 Budget-Friendly
Windesheim University of Applied Sciences,Global Project and Change Management,BBA,43702.0,4.0,3406.0,"Zwolle, Netherlands",https://www.study.eu/university/windesheim-university-of-applied-sciences/bba-global-project-and-change-management,Other,📊 Business & Management,🟢 Budget-Friendly
Radboud University,"Historical, Literary and Cultural Studies (research)",MA,35327.0,2.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ma-historical-literary-and-cultural-studies-research,Other,💻 Tech & IT,🟢 Budget-Friendly
Radboud University,Historical Studies,MA,35327.0,2.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ma-historical-studies-12051,Other,📚 General/Other,🟢 Budget-Friendly
Radboud University,History: Ancient and Medieval Mediterranean Worlds,MA,22131.0,1.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ma-history-ancient-and-medieval-mediterranean-worlds,Other,💻 Tech & IT,🟢 Budget-Friendly
SRH University,Hospitality Management & Leadership,MA,18381.0,,6422.0,"Dresden, Germany",https://www.study.eu/university/srh-university/ma-hospitality-management-leadership,Other,💻 Tech & IT,🟡 Standard Value
University of Technology Nuremberg,Human and Artificial Intelligence,Master,,2.0,,"Nuremberg, Germany",https://www.study.eu/university/university-of-technology-nuremberg/master-human-and-artificial-intelligence,Master's,🎨 Arts & Humanities,⚪ Unranked/Missing Data
Radboud University,Human Geography,MSc,22131.0,1.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-human-geography,Master's,📚 General/Other,🟢 Budget-Friendly
Anglo-American University,"Humanities, Society and Culture: Sociology, Psychology and Leadership",BA,36679.0,,8869.0,"Prague, Czech Republic",https://www.study.eu/university/anglo-american-university/ba-humanities-society-and-culture-sociology-psychology-and-l,Other,💻 Tech & IT,🟡 Standard Value
Modul University Vienna,Human Resources Management,BSc,63323.0,3.0,6937.0,"Vienna, Austria",https://www.study.eu/university/modul-university-vienna/bsc-human-resources-management,Bachelor's,📊 Business & Management,🟡 Standard Value
Central European University (CEU),Human Rights,MA,14071.0,1.0,,"Vienna, Austria",https://www.study.eu/university/central-european-university-ceu/ma-human-rights,Other,📚 General/Other,⚪ Unranked/Missing Data
Radboud University,Information Sciences,MSc,29819.0,1.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-information-sciences,Master's,💻 Tech & IT,🟢 Budget-Friendly
TSI Transport and Telecommunication Institute,Intelligent Transport and Smart Logistics,MSc,,,,"Riga, Latvia",https://www.study.eu/university/tsi-transport-and-telecommunication-institute/msc-intelligent-transport-and-smart-logistics,Master's,🎨 Arts & Humanities,⚪ Unranked/Missing Data
Chalmers University of Technology,Interaction Design and Technologies,MSc,30198.0,,270.0,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-interaction-design-and-technologies,Master's,💻 Tech & IT,🟢 Budget-Friendly
Radboud University,International and European Law,LLM,22131.0,1.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/llm-international-and-european-law,Other,🎨 Arts & Humanities,🟢 Budget-Friendly
University of Szeged,International and European Trade and Investment Law,LLM,5628.0,,646.0,"Szeged, Hungary",https://www.study.eu/university/university-of-szeged/llm-international-and-european-trade-and-investment-law,Other,🎨 Arts & Humanities,🟢 Budget-Friendly
Windesheim University of Applied Sciences,International Business,BBA,43702.0,4.0,3406.0,"Zwolle, Netherlands",https://www.study.eu/university/windesheim-university-of-applied-sciences/bba-international-business-18477,Other,📊 Business & Management,🟢 Budget-Friendly
Radboud University,International Business Administration,BSc,48523.0,3.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/bsc-international-business-administration-5859,Bachelor's,📊 Business & Management,🟠 Premium Programs
SRH University,International Business Administration,BA,35793.0,,6422.0,"Berlin, Germany + 5 more campuses",https://www.study.eu/university/srh-university/ba-international-business-administration-19834,Other,📊 Business & Management,🟡 Standard Value
SRH University,International Business and Engineering,MEng,28741.0,,6422.0,"Heidelberg, Germany",https://www.study.eu/university/srh-university/meng-international-business-and-engineering,Other,📊 Business & Management,🟡 Standard Value
SRH University,International Business and Leadership - Healthcare Management,MA,24508.0,,6422.0,"Dresden, Germany",https://www.study.eu/university/srh-university/ma-international-business-and-leadership-healthcare-manageme,Other,📊 Business & Management,🟡 Standard Value
Anglo-American University,International Business and Policy,MA,24453.0,,8869.0,"Prague, Czech Republic",https://www.study.eu/university/anglo-american-university/ma-international-business-and-policy,Other,📊 Business & Management,🟡 Standard Value
Radboud University,International Business Communication,BA,48523.0,3.0,226.0,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ba-international-business-communication,Other,📊 Business & Management,🟠 Premium Programs
Vilnius University,International Communication,Master,8101.0,1.5,648.0,"Vilnius, Lithuania",https://www.study.eu/university/vilnius-university/master-international-communication,Master's,📚 General/Other,🟢 Budget-Friendly
University of Szeged,International Economy and Business,MSc,13133.0,,646.0,"Szeged, Hungary",https://www.study.eu/university/university-of-szeged/msc-international-economy-and-business,Master's,📊 Business & Management,🟢 Budget-Friendly
